,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,LOT,BLOCK,PLAN,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,HOUSE_PRICE
126806,008-571-589,LAND,710050700000,71005070,RS-5,One Family Dwelling,48,85,VAP6668,2027,,3230.0,KING EDWARD AVE W,V6L 1V7,LOT 48  BLOCK 85  PLAN VAP6668  DIS,TRICT LOT 2027  NWD GROUP 1.,,,,2154000.0,379000.0,2020.0,2533000.0,386000.0,1992.0,1992.0,,4,2.533
78661,026-616-327,STRATA,278753640002,27875364,RS-1,One Family Dwelling,2,,BCS1756,50,,5858.0,WALES ST,V5R 3N6,LOT 2  PLAN BCS1756  DISTRICT LOT 5,"0  NWD GROUP 1, TOGETHER WITH AN IN",TEREST IN THE COMMON PROPERTY IN PR,OPORTION TO THE UNIT ENTITLEMENT OF, THE STRATA LOT AS SHOWN ON FORM 1 ,754000.0,241000.0,2020.0,848000.0,231000.0,2006.0,2006.0,,24,0.995
89446,028-285-981,STRATA,251592940004,25159294,RM-4,Multiple Family Dwelling,4,,EPS236,183,,586.0,SALSBURY DR,V5L 3Z7,LOT 4  PLAN EPS236  DISTRICT LOT 18,"3  NWD GROUP 1, TOGETHER WITH AN IN",TEREST IN THE COMMON PROPERTY IN PR,OPORTION TO THE UNIT ENTITLEMENT OF, THE STRATA LOT AS SHOWN ON FORM 1 ,604000.0,170000.0,2020.0,653000.0,170000.0,2010.0,2010.0,,14,0.774
168415,025-480-294,STRATA,138604990239,13860499,DD,Comprehensive Development,239,,LMS4383,541,1405,969.0,RICHARDS ST,V6B 1A8,"STRATA LOT 239, PLAN LMS4383, DISTR","ICT LOT 541, NEW WESTMINSTER LAND D","ISTRICT, TOGETHER WITH AN INTEREST ",IN THE COMMON PROPERTY IN PROPORTIO,N TO THE UNIT ENTITLEMENT OF THE ST,379000.0,200000.0,2020.0,440000.0,202000.0,2002.0,2002.0,,29,0.579
177570,010-969-497,LAND,744212730000,74421273,RS-1,One Family Dwelling,28,5,VAP1797,667,,949.0,39TH AVE E,V5W 1K7,LOT 28  BLOCK 5  PLAN VAP1797  DIST,RICT LOT 667  NEW WESTMINSTER,,,,1164000.0,332000.0,2020.0,1343000.0,308000.0,2005.0,2005.0,,16,1.496
42285,026-229-803,STRATA,720315930104,72031593,CD-1 (314),Comprehensive Development,104,,BCS1208,36,806,3663.0,CROWLEY DR,V5R 6H4,LOT 104  PLAN BCS1208  DISTRICT LOT, 36  NEW WESTMINSTER GROUP 1.,,,,267000.0,126000.0,2020.0,315000.0,127000.0,2005.0,2005.0,,23,0.393
9514,026-251-817,STRATA,589119250025,58911925,CD-1 (363),Comprehensive Development,25,,BCS1233,,2303,1077.0,CORDOVA ST W,V6C 2C6,"STRATA LOT 25, PLAN BCS1233, GROUP ","1, NEW WESTMINSTER LAND DISTRICT, P","HBI, TOGETHER WITH AN INTEREST IN T",HE COMMON PROPERTY IN PROPORTION TO, THE UNIT ENTITLEMENT OF THE STRATA,2347000.0,552000.0,2020.0,2989000.0,558000.0,2004.0,2004.0,,28,2.899
129811,027-619-613,LAND,148612590000,14861259,DD,Comprehensive Development,,105,VAP210,541,,1251.0,HOMER ST,V6B 2Y9,BLOCK 105  PLAN VAP210  DISTRICT LO,"T 541  NWD PARCEL A, GROUP 1, (BEIN","G A CONSOLIDATION OF LOTS 26 & 27, ",SEE BB998742).,,11012000.0,10400.0,2020.0,12448000.0,10400.0,1930.0,1930.0,,29,11.0224
209841,013-074-458,LAND,91755940000,9175594,C-2,Commercial,5,15,VAP3187,526,,2095.0,44TH AVE W,V6M 3V4,LOT 5  BLOCK 15  PLAN VAP3187  DIST,RICT LOT 526  NWD OF LOT 2.,,,,,,,,,1956.0,1956.0,,5,
157779,014-865-599,LAND,723199560000,72319956,RS-1,One Family Dwelling,19,207,VAP1220,391,,618.0,30TH AVE E,V5V 2V6,LOT 19  BLOCK 207  PLAN VAP1220  DI,STRICT LOT 391  NWD AMD (SEE 197899,L).,,,1591000.0,417000.0,2020.0,1777000.0,440000.0,1993.0,1993.0,,16,2.008
8739,026-829-614,STRATA,130595020317,13059502,CD-1 (414),Comprehensive Development,317,,BCS2044,541,2401,610.0,GRANVILLE ST,V6C 3T3,LOT 317  PLAN BCS2044  DISTRICT LOT, 541  NEW WESTMINSTER GROUP 1.,,,,620000.0,191000.0,2020.0,713000.0,193000.0,2006.0,2006.0,,26,0.811
35515,024-255-513,STRATA,90761790022,9076179,C-2,Commercial,22,,LMS3667,526,406,6237.0,WEST BOULEVARD,V6M 3X4,LOT 22  PLAN LMS3667  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 962/1623,3 SHARE IN COM PROP THEREIN.,,,652000.0,187000.0,2020.0,677000.0,190000.0,1998.0,1998.0,,5,0.839
21964,018-384-269,STRATA,157612510286,15761251,CD-1 (266),Comprehensive Development,286,,LMS1008,,,1233.0,PACIFIC BLVD,,LOT 286  PLAN LMS1008  NEW WESTMINS,"TER DISTRICT LOT FALSE CREEK, UNDIV", 21/10000 SHARE IN COM PROP THEREIN,.,,36900.0,3100.0,2020.0,36100.0,3900.0,1993.0,1993.0,,30,0.04
76355,025-555-065,STRATA,616138940203,61613894,CD-1 (366),Comprehensive Development,203,,BCS183,,3703,1408.0,STRATHMORE MEWS,V6Z 3A9,LOT 203  PLAN BCS183  NEW WESTMINST,"ER DISTRICT LOT FALSE CREEK, UNDIV ",67/21493 SHARE IN COM PROP THEREIN.,,,642000.0,270000.0,2020.0,781000.0,272000.0,2002.0,2002.0,,30,0.912
38562,024-151-408,STRATA,683170970001,68317097,RT-6,Two Family Dwelling,1,,LMS3227,526,,2889.0,YUKON ST,V5Y 4A4,LOT 1  PLAN LMS3227  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 803/4213 ,SHARE IN COM PROP.,,,656000.0,162000.0,2020.0,677000.0,165000.0,1998.0,1998.0,,13,0.818
128602,024-622-842,STRATA,583110050100,58311005,CD-1 (321),Comprehensive Development,100,,LMS4025,,PH15,1717.0,BAYSHORE DR,V6G 3H3,LOT 100  PLAN LMS4025  NEW WESTMINS,"TER DISTRICT LOT PUBLIC HARBOUR, UN",DIV 5565/189974 SHARE IN COM PROP T,HEREIN & DL 185.,,11703000.0,1616000.0,2020.0,13080000.0,1616000.0,1999.0,1999.0,,28,13.319
84277,024-913-260,STRATA,752091110020,75209111,C-2,Commercial,20,,LMS4317,526,401,5790.0,EAST BOULEVARD,V6M 4M4,LOT 20  PLAN LMS4317  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 91/7144 ,SHARE IN COM PROP THEREIN.,,,512000.0,334000.0,2020.0,609000.0,338000.0,2000.0,2000.0,,5,0.846
82922,026-948-095,STRATA,242696080057,24269608,CD-1 (429),Comprehensive Development,57,,BCS2000,744,,3882.0,WELWYN ST,V5N 3Y9,LOT 57  PLAN BCS2000  DISTRICT LOT ,744  NEW WESTMINSTER GROUP 1.,,,,817000.0,246000.0,2020.0,882000.0,249000.0,2007.0,2007.0,,15,1.063
180693,003-865-070,STRATA,683184040005,68318404,RM-4,Multiple Family Dwelling,5,,VAS295,302,107,2910.0,ONTARIO ST,V5T 2Y6,LOT 5  PLAN VAS295  DISTRICT LOT 30,2  NEW WESTMINSTER UNDIV 676/17096 ,SHARE IN COM PROP THEREIN.,,,424000.0,63000.0,2020.0,429000.0,75500.0,1975.0,1975.0,,13,0.487
162435,011-883-871,LAND,674053770000,67405377,RS-5,One Family Dwelling,18,66,VAP2128,540,,3135.0,11TH AVE W,V6K 2M8,LOT 18  BLOCK 66  PLAN VAP2128  DIS,TRICT LOT 540  NEW WESTMINSTER,,,,1835000.0,161000.0,2020.0,2090000.0,172000.0,1927.0,1990.0,,2,1.996
152363,030-606-675,STRATA,770266080357,77026608,CD-1 (556),,357,,EPS5134,393,1212,2220.0,KINGSWAY,V5N 0G4,"STRATA LOT 357, PLAN EPS5134, DISTR","ICT LOT 393, GROUP 1, NEW WESTMINST","ER LAND DISTRICT, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,523000.0,255000.0,2020.0,506000.0,255000.0,2018.0,2018.0,,23,0.778
186425,023-754-770,STRATA,161612980033,16161298,CD-1 (297),Comprehensive Development,33,,LMS2781,FC,501,1288.0,MARINASIDE CRES,V6Z 2W5,"STRATA LOT 33, PLAN LMS2781, DISTRI","CT LOT FC, GROUP 1, NEW WESTMINSTER"," LAND DISTRICT, TOGETHER WITH AN IN",TEREST IN THE COMMON PROPERTY IN PR,OPORTION TO THE UNIT ENTITLEMENT OF,853000.0,387000.0,2020.0,1079000.0,392000.0,1997.0,1997.0,,30,1.24
178465,030-077-524,STRATA,275710650001,27571065,RM-7,Multiple Family Dwelling,1,1,EPS4103,52,102,4577.0,SLOCAN ST,V5R 1Z8,LOT 1  BLOCK 1  PLAN EPS4103  DISTR,"ICT LOT 52  NWD GROUP 1, BLOCKS 11 ","TO 13, TOGETHER WITH AN INTEREST IN", THE COMMON PROPERTY IN PROPORTION ,TO THE UNIT ENTITLEMENT OF THE STRA,465000.0,124000.0,2020.0,503000.0,125000.0,2017.0,2017.0,,23,0.589
21076,018-592-571,STRATA,839250080093,83925008,CD-1 (268),Comprehensive Development,93,,LMS1220,,405,2080.0,KENT AVE SOUTH E,V5P 4X2,LOT 93  PLAN LMS1220  NEW WESTMINST,"ER DISTRICT LOT 328 329 7812, UNDIV", 1060/94413 SHARE IN COM PROP THERE,IN.,,479000.0,244000.0,2020.0,509000.0,267000.0,1994.0,1994.0,,18,0.723
1752,019-153-911,STRATA,124617340039,12461734,BCPED,Comprehensive Development,39,,LMS1809,,701,1600.0,HORNBY ST,V6Z 2S4,LOT 39  PLAN LMS1809  NEW WESTMINST,"ER DISTRICT LOT FALSE CREEK, UNDIV ",1052/86824 SHARE IN COM PROP THEREI,N.,,817000.0,388000.0,2020.0,1278000.0,394000.0,1995.0,1995.0,,30,1.205
37014,027-602-281,STRATA,148608030095,14860803,DD,Comprehensive Development,95,,BCS3027,541,604,1133.0,HOMER ST,V6B 0B1,LOT 95  PLAN BCS3027  DISTRICT LOT ,"541  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,568000.0,254000.0,2020.0,654000.0,256000.0,2008.0,2008.0,,29,0.822
185604,028-889-266,STRATA,729270130032,72927013,CD-1 (487),Comprehensive Development,32,11,EPS892,393,508,4888.0,NANAIMO ST,V5N 0B5,LOT 32  BLOCK 11  PLAN EPS892  DIST,"RICT LOT 393  NWD GROUP 1, TOGETHER", WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,ITLEMENT OF THE STRATA LOT AS SHOWN,248000.0,157000.0,2020.0,257000.0,159000.0,2012.0,2012.0,,23,0.405
178462,013-248-537,LAND,697250960000,69725096,RS-1,One Family Dwelling,A,1&2,3009,743,,2046.0,STAINSBURY AVE,V5N 2M8,LOT A  BLOCK 1&2  PLAN 3009  DISTRI,CT LOT 743  NEW WESTMINSTER,,,,829000.0,78100.0,2020.0,991000.0,81300.0,1910.0,1980.0,,23,0.9071
34048,011-676-485,LAND,697187760000,69718776,RS-7,One Family Dwelling,7,2,VAP483,629,,176.0,20TH AVE E,V5V 1L9,LOT 7  BLOCK 2  PLAN VAP483  DISTRI,CT LOT 629  NWD WEST 30'.,,,,1586000.0,92600.0,2020.0,1767000.0,93700.0,1905.0,1978.0,,15,1.6786
193697,013-060-791,STRATA,688150690009,68815069,RM-4,Multiple Family Dwelling,9,,VAS2354,526,202,935.0,15TH AVE W,V5Z 1S1,LOT 9  PLAN VAS2354  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 466/10000, SHARE IN COM PROP THEREIN.,,,388000.0,122000.0,2020.0,427000.0,126000.0,1989.0,1989.0,,7,0.51
128239,024-034-177,STRATA,600117080465,60011708,CD-1 (343),Comprehensive Development,465,,LMS3094,185,3104,1200.0,GEORGIA ST W,V6E 4R2,"STRATA LOT 465, PLAN LMS3094, DISTR","ICT LOT 185, GROUP 1, NEW WESTMINST","ER LAND DISTRICT, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,493000.0,160000.0,2020.0,561000.0,162000.0,1998.0,1998.0,,26,0.653
202931,014-417-600,LAND,708280780000,70828078,RS-1,One Family Dwelling,19,1,VAP1692,THSL,,3084.0,28TH AVE E,V5R 1S5,LOT 19  BLOCK 1  SECTION 48  PLAN V,AP1692  DISTRICT LOT THSL  NWD PART," SE 1/4, EXC S 5 FT NOW LANE.",,,1104000.0,326000.0,2020.0,1198000.0,315000.0,2011.0,2011.0,,22,1.43
70707,028-766-911,STRATA,648084660002,64808466,RM-4,Multiple Family Dwelling,2,,BCS4343,526,,2248.0,8TH AVE W,V6K 2A7,LOT 2  PLAN BCS4343  DISTRICT LOT 5,"26  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,614000.0,154000.0,2020.0,675000.0,155000.0,2012.0,2012.0,,2,0.768
165798,023-497-289,STRATA,210696060022,21069606,CD-1 (299),Comprehensive Development,22,,LMS2499,301,305,3624.0,FRASER ST,V5V 4C8,LOT 22  PLAN LMS2499  DISTRICT LOT ,"301  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,421000.0,176000.0,2020.0,423000.0,186000.0,1996.0,1996.0,,15,0.597
36308,010-567-381,LAND,242770830000,24277083,RM-1,Multiple Family Dwelling,A,7,VAP7563,352,,4387.0,MILLER ST,V5N 4A1,LOT A  BLOCK 7  PLAN VAP7563  DISTR,ICT LOT 352  NWD EXC THE W 84.12' O,"F LOT 9, & BLKS 9 & 11.",,,1090000.0,77600.0,2020.0,1299000.0,78600.0,1968.0,1972.0,,19,1.1676
192879,024-972-240,STRATA,664087570005,66408757,CD-1 (380),Comprehensive Development,5,,LMS4378,526,103,2655.0,CRANBERRY DR,V6K 4V5,LOT 5  PLAN LMS4378  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 73/7125 S,HRE IN COMM PROP THEREIN.,,,516000.0,290000.0,2020.0,599000.0,293000.0,2000.0,2000.0,,2,0.806
200685,004-404-998,LAND,665222620000,66522262,RT-5,Two Family Dwelling,A,159,VAP3723,264A,,1244.0,11TH AVE E,V5T 2G3,LOT A  BLOCK 159  PLAN VAP3723  DIS,TRICT LOT 264A  NWD OF LOT D.,,,,1341000.0,194000.0,2020.0,1511000.0,186000.0,1910.0,1975.0,,13,1.535
97838,026-375-541,STRATA,162604050157,16260405,CD-1 (324),Comprehensive Development,157,,BCS1437,FC,2011,928.0,BEATTY ST,V6Z 3G6,"STRATA LOT 157, PLAN BCS1437, DISTR","ICT LOT FC, GROUP 1, NEW WESTMINSTE","R LAND DISTRICT, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,459000.0,200000.0,2020.0,497000.0,201000.0,2005.0,2005.0,,30,0.659
143078,013-885-707,LAND,607285310000,60728531,RS-1,One Family Dwelling,18,2,VAP2343,THSL,,3065.0,CHARLES ST,V5K 3B6,LOT 18  BLOCK 2  SECTION 24  PLAN V,AP2343  DISTRICT LOT THSL  NWD PART," SE 1/4, GROUP 1, AMENDED (SEE 2426",51L).,,1444000.0,32300.0,2020.0,1642000.0,31300.0,1952.0,1952.0,,20,1.4763
117484,010-115-404,LAND,830050050000,83005005,RS-1,One Family Dwelling,2,P,8375,321,,6170.0,BLENHEIM ST,V6N 1R1,LOT 2  BLOCK P  PLAN 8375  DISTRICT, LOT 321  NEW WESTMINSTER,,,,4956000.0,10000.0,2020.0,6057000.0,10000.0,1951.0,1975.0,,6,4.966
203823,010-988-467,LAND,692210860000,69221086,RS-1,One Family Dwelling,D,67,VAP5996,301,,786.0,18TH AVE E,V5V 1G7,LOT D  BLOCK 67  PLAN VAP5996  DIST,RICT LOT 301  NEW WESTMINSTER SUBSI,DY LOT 9 TO 11.,,,1364000.0,354000.0,2020.0,1538000.0,328000.0,2003.0,2003.0,,15,1.718
109975,003-533-689,LAND,741215400000,74121540,RS-1,One Family Dwelling,18,2,VAP1797,667,,958.0,37TH AVE E,V5W 1G2,LOT 18  BLOCK 2  PLAN VAP1797  DIST,RICT LOT 667  NWD GROUP 1.,,,,1200000.0,748000.0,2020.0,1385000.0,746000.0,2013.0,2013.0,,16,1.948
169155,027-653-218,STRATA,194664960047,19466496,C-3A,Commercial,47,,BCS3104,301,704,2770.0,SOPHIA ST,V5T 0A4,LOT 47  PLAN BCS3104  DISTRICT LOT ,"301  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,506000.0,194000.0,2020.0,544000.0,196000.0,2008.0,2008.0,,13,0.7
40392,026-399-989,STRATA,161752240015,16175224,CD-1 (424),Comprehensive Development,15,,BCS1471,526,15,5812.0,TISDALL ST,V5Z 3N2,LOT 15  PLAN BCS1471  DISTRICT LOT ,526  NEW WESTMINSTER GROUP 1.,,,,939000.0,276000.0,2020.0,1095000.0,280000.0,2005.0,2005.0,,11,1.215
172646,006-822-061,LAND,692282490000,69228249,RS-1,One Family Dwelling,23,K,VAP11660,THSL,,3055.0,18TH AVE E,V5M 2R4,LOT 23  BLOCK K  SECTION 43  PLAN V,AP11660  DISTRICT LOT THSL  NWD,,,,1038000.0,114000.0,2020.0,1126000.0,118000.0,1976.0,1980.0,,22,1.152
26653,015-402-614,LAND,642050040000,64205004,RT-7,Two Family Dwelling,A,35,VAP229,540,,2110.0,BLENHEIM ST,V6K 4J2,LOT A  BLOCK 35  PLAN VAP229  DISTR,ICT LOT 540  NWD (EXP 3462) OF LOT ,1 AMD.,,,2451000.0,132000.0,2020.0,2606000.0,109000.0,1929.0,1975.0,,2,2.583
35929,028-131-509,STRATA,589119870136,58911987,CD-1 (363),Comprehensive Development,136,,BCS3699,,4101,1011.0,CORDOVA ST W,V6C 0B2,LOT 136  PLAN BCS3699  NWD TOGETHER, WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,ITLEMENT OF THE STRATA LOT AS SHOWN, ON FORM V.,5407000.0,668000.0,2020.0,6096000.0,675000.0,2010.0,2010.0,,28,6.075
8582,009-464-662,LAND,156792640000,15679264,RS-1,One Family Dwelling,9,888,VAP9773,526,,6770.0,HEATHER ST,V6P 3P4,LOT 9  BLOCK 888  PLAN VAP9773  DIS,TRICT LOT 526  NEW WESTMINSTER,,,,2468000.0,60900.0,2020.0,2743000.0,65100.0,1958.0,1965.0,,11,2.5289
92524,030-413-834,STRATA,190645900015,19064590,CD-1 (575),,15,38,EPS4911,200A,305,209.0,7TH AVE E,V5T 0H3,LOT 15  BLOCK 38  PLAN EPS4911  DIS,"TRICT LOT 200A  NWD GROUP 1, TOGETH",ER WITH AN INTEREST IN THE COMMON P,ROPERTY IN PROPORTION TO THE UNIT E,NTITLEMENT OF THE STRATA LOT AS SHO,479000.0,276000.0,2020.0,450000.0,277000.0,2018.0,2018.0,,13,0.755
41996,026-684-152,STRATA,170690030086,17069003,C-2,Commercial,86,,BCS1871,526,430,3228.0,TUPPER ST,V5Z 4S7,LOT 86  PLAN BCS1871  DISTRICT LOT ,526  NEW WESTMINSTER GROUP 1.,,,,661000.0,237000.0,2020.0,737000.0,240000.0,2006.0,2006.0,,9,0.898
77958,011-723-394,LAND,138817690000,13881769,RS-1,One Family Dwelling,13,A,VAP2526A,319,,7939.0,BIRCH ST,V6P 4R8,LOT 13  BLOCK A  PLAN VAP2526A  DIS,"TRICT LOT 319  NWD BLK 9 TO 11, DL ",323 & 324.,,,1371000.0,306000.0,2020.0,1720000.0,313000.0,2006.0,2006.0,,12,1.677
92082,025-810-677,STRATA,93722350016,9372235,CD-1 (22),Comprehensive Development,16,,BCS615,526,106,4685.0,VALLEY DR,V6J 5M2,LOT 16  PLAN BCS615  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 99/14688 ,SHARE IN COM PROP THEREIN.,,,857000.0,306000.0,2020.0,997000.0,309000.0,2003.0,2003.0,,4,1.163
74768,013-811-061,LAND,742302330000,74230233,RS-1,One Family Dwelling,26,24,VAP2411,37,,3133.0,SCHOOL AVE,V5R 5M9,LOT 26  BLOCK 24  PLAN VAP2411  DIS,"TRICT LOT 37  NWD GROUP 1, (SEE 537","60L), & BLK 25.",,,1257000.0,93100.0,2020.0,1536000.0,94000.0,1972.0,1975.0,,23,1.3501
172883,026-896-800,STRATA,648073930003,64807393,RT-8,Two Family Dwelling,3,,BCS2106,526,1,2505.0,8TH AVE W,V6K 2B3,LOT 3  PLAN BCS2106  DISTRICT LOT 5,26  NEW WESTMINSTER GROUP 1.,,,,984000.0,207000.0,2020.0,1022000.0,209000.0,2006.0,2006.0,,2,1.191
10913,023-248-254,STRATA,138608980109,13860898,DD,Comprehensive Development,109,,LMS2174,541,1502,1188.0,RICHARDS ST,V6B 3E6,LOT 109  PLAN LMS2174  DISTRICT LOT, 541  NEW WESTMINSTER UNDIV 378/119,822 SHARE IN COM PROP THEREIN.,,,340000.0,135000.0,2020.0,385000.0,141000.0,1995.0,1995.0,,29,0.475
69462,027-890-309,STRATA,602156080018,60215608,DD,Comprehensive Development,18,,BCS3407,541,503,788.0,HAMILTON ST,V6B 0E9,LOT 18  PLAN BCS3407  DISTRICT LOT ,"541  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,1201000.0,511000.0,2020.0,1320000.0,512000.0,2009.0,2009.0,,26,1.712
131096,015-272-834,LAND,670212110000,67021211,RT-5,Two Family Dwelling,23,157,VAP442,264A,,811.0,12TH AVE E,V5T 2J3,LOT 23  BLOCK 157  PLAN VAP442  DIS,"TRICT LOT 264A  NWD OF LOT F, & PL ",1771.,,,1185000.0,81100.0,2020.0,1340000.0,85500.0,1936.0,1985.0,,13,1.2661
111889,006-216-919,STRATA,616119960069,61611996,RM-5A,Multiple Family Dwelling,69,,VAS1047,185,603,1040.0,PACIFIC ST,V6E 4C1,LOT 69  PLAN VAS1047  DISTRICT LOT ,185  NEW WESTMINSTER UNDIV 472/6033,3 SHARE IN COMMON PROP THEREIN.,,,305000.0,155000.0,2020.0,335000.0,163000.0,1982.0,1982.0,,27,0.46
128327,016-659-244,STRATA,613119960077,61311996,CD-1 (239),Comprehensive Development,77,,VAS2770,185,1801,1010.0,BURNABY ST,V6E 4L8,LOT 77  PLAN VAS2770  DISTRICT LOT ,185  NEW WESTMINSTER UNDIV 1105/836,20 SHARE IN COM PROP THEREIN.,,,686000.0,395000.0,2020.0,757000.0,410000.0,1990.0,1990.0,,27,1.081
7014,024-670-782,STRATA,648120020002,64812002,C-3A,Commercial,2,,LMS4076,526,,1788.0,8TH AVE W,V6J 1V6,LOT 2  PLAN LMS4076  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 709/10000, SHARES IN COM PROP THEREIN.,,,1656000.0,721000.0,2020.0,1646000.0,739000.0,2000.0,2000.0,,7,2.377
155809,025-824-074,STRATA,690182760002,69018276,RT-5,Two Family Dwelling,2,,BCS655,526,,28.0,16TH AVE W,V5Y 1Y6,LOT 2  PLAN BCS655  DISTRICT LOT 52,6  NEW WESTMINSTER UNDIV 163/482 SH,ARE IN COM PROP THEREIN.,,,1275000.0,311000.0,2020.0,1484000.0,315000.0,2004.0,2004.0,,9,1.586
87839,009-404-759,LAND,279718170000,27971817,RS-1,One Family Dwelling,3,131,VAP10414,37,,4535.0,TODD ST,V5R 3P7,LOT 3  BLOCK 131  PLAN VAP10414  DI,STRICT LOT 37  NEW WESTMINSTER,,,,1203000.0,46100.0,2020.0,1429000.0,47000.0,1964.0,1964.0,,23,1.2491
86556,004-072-081,STRATA,97629070031,9762907,RM-4,Multiple Family Dwelling,31,,VAS464,526,304,1425.0,CYPRESS ST,V6J 3L1,LOT 31  PLAN VAS464  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 720/23155, SHARE IN COM PROP THEREIN.,,,925000.0,65600.0,2020.0,1020000.0,72500.0,1977.0,1977.0,,2,0.9906
46736,025-966-529,STRATA,678040030014,67804003,C-2,Commercial,14,,BCS864,540,4,2780.0,ALMA ST,V6R 3S4,LOT 14  PLAN BCS864  DISTRICT LOT 5,40  NEW WESTMINSTER UNDIV 94/2030 S,HARE IN COM PROP THEREIN.,,,748000.0,185000.0,2020.0,824000.0,187000.0,2004.0,2004.0,,2,0.933
47986,024-753-751,STRATA,718308020132,71830802,CD-1 (314),Comprehensive Development,132,,LMS4140,36,806,3528.0,VANNESS AVE,V5R 6G4,LOT 132  PLAN LMS4140  DISTRICT LOT, 36  NEW WESTMINSTER UNDIV 509/1467,53 SHARE IN COM PROP THEREIN.,,,172000.0,144000.0,2020.0,194000.0,146000.0,2000.0,2000.0,,23,0.316
150002,010-166-351,LAND,646069960000,64606996,RT-7,Two Family Dwelling,16,2,VAP4637,192,,2806.0,7TH AVE W,V6K 3Y7,LOT 16  BLOCK 2  PLAN VAP4637  DIST,"RICT LOT 192  NWD OF LOT 2, & BLK 4", OF BLK 32.,,,,,,,,2012.0,2012.0,,2,
133191,012-144-622,STRATA,126612020022,12661202,DD,Comprehensive Development,22,,VAS2282,541,409,1212.0,HOWE ST,V6Z 2M9,LOT 22  PLAN VAS2282  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 693/1020,04 SHARE IN COM PROP THEREIN.,,,439000.0,254000.0,2020.0,537000.0,264000.0,2008.0,2008.0,,29,0.693
95104,026-325-012,STRATA,690173530002,69017353,RT-5,Two Family Dwelling,2,,BCS1365,526,,233.0,16TH AVE W,V5Y 1Y8,LOT 2  PLAN BCS1365  DISTRICT LOT 5,"26  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,1535000.0,629000.0,2020.0,1634000.0,600000.0,2004.0,2004.0,,13,2.164
95333,011-531-070,LAND,694149060000,69414906,FSD,Comprehensive Development,10,63,VAP4502,526,,1055.0,WOLFE AVE,V6H 1V6,LOT 10  BLOCK 63  PLAN VAP4502  DIS,TRICT LOT 526  NWD,,,,3280000.0,533000.0,2020.0,4082000.0,441000.0,1913.0,1990.0,,8,3.813
